user_id,Recency,frequency,monetory,cluster
1.5159156255135232e+18,5,3,286.96000000000004,0
1.5159156255135242e+18,5,1,300.9,0
1.5159156255135263e+18,5,1,231.46,0
1.5159156255135127e+18,5,1,127.29,0
1.515915625513543e+18,5,3,636.5,0
1.515915625446275e+18,5,1,277.75,0
1.5159156254825078e+18,5,1,370.35,0
1.5159156255135598e+18,5,3,1932.8,0
1.515915625513576e+18,5,2,2602.26,0
1.5159156255135772e+18,5,96,36522.67999999999,3
1.5159156255135877e+18,5,2,260.61,0
1.5159156254449285e+18,5,1,231.23,0
1.515915625513597e+18,5,1,370.35,0
1.515915625513599e+18,5,6,751.12,0
1.515915625513312e+18,5,1,101.83,0
1.5159156255136113e+18,5,5,995.26,0
1.5159156255136123e+18,5,1,1435.16,0
1.5159156255050048e+18,5,1,266.18,0
1.5159156255136238e+18,5,1,18.5,0
1.5159156255136348e+18,5,2,1330.2800000000002,0
1.5159156255136448e+18,5,1,455.97,0
1.5159156255136502e+18,5,2,424.02,0
1.5159156255135276e+18,5,1,284.67,0
1.5159156255127311e+18,5,1,810.16,0
1.515915625472515e+18,5,1,416.64,0
1.5159156255136655e+18,5,1,856.23,0
1.515915625513669e+18,5,1,879.61,0
1.5159156254690235e+18,5,1,64.79,0
1.5159156255137014e+18,5,3,639.93,0
1.5159156255133878e+18,5,1,115.72,0
1.515915625513703e+18,5,2,2557.82,0
1.5159156255137088e+18,5,4,555.48,0
1.5159156255134075e+18,5,2,1990.69,0
1.5159156255137677e+18,5,1,258.31,0
1.5159156255137472e+18,5,2,1087.69,0
1.5159156255137446e+18,5,1,254.61,0
1.5159156255137562e+18,5,3,1851.79,0
1.5159156255137605e+18,5,1,532.38,0
1.5159156255125814e+18,5,1,43.96,0
1.515915625513776e+18,5,2,3296.44,0
1.515915625513787e+18,5,3,648.0799999999999,0
1.5159156255137884e+18,5,3,3592.52,0
1.5159156255133466e+18,5,3,3141.1400000000003,0
1.5159156255117156e+18,5,1,1387.01,0
1.515915625513746e+18,5,1,196.74,0
1.5159156255135788e+18,5,2,53.790000000000006,0
1.515915625513818e+18,5,1,418.96,0
1.5159156255138204e+18,5,1,1213.87,0
1.5159156255138245e+18,5,1,81.0,0
1.5159156254431035e+18,5,1,277.55,0
1.5159156255138348e+18,5,2,234.68,0
1.5159156255138358e+18,5,1,30.07,0
1.515915625459361e+18,5,1,1215.25,0
1.5159156255138542e+18,5,1,60.16,0
1.5159156255138703e+18,5,1,1145.81,0
1.51591562551384e+18,5,1,368.01,0
1.5159156255139484e+18,5,1,25.44,0
1.5159156255139494e+18,5,2,133.52,0
1.5159156254856586e+18,5,1,145.81,0
1.5159156255139615e+18,5,1,104.14,0
1.5159156255139635e+18,5,1,50.9,0
1.5159156255139602e+18,5,2,863.3800000000001,0
1.5159156255130967e+18,5,3,446.64,0
1.5159156255139835e+18,5,1,21.97,0
1.515915625513874e+18,5,2,444.16,0
1.5159156255139994e+18,5,2,2055.5,0
1.5159156255138867e+18,5,3,1050.83,0
1.5159156254469857e+18,5,1,185.16,0
1.5159156255125747e+18,5,1,18.5,0
1.5159156255140357e+18,5,1,102.71,0
1.5159156255140396e+18,5,5,3745.24,0
1.515915625514041e+18,5,2,763.8399999999999,0
1.5159156255140316e+18,5,2,1293.71,0
1.5159156255140564e+18,5,2,925.88,0
1.5159156255140572e+18,5,2,178.2,0
1.5159156255140608e+18,5,1,312.48,0
1.5159156254935475e+18,5,1,203.68,0
1.5159156255140644e+18,5,1,208.31,0
1.5159156255140705e+18,5,1,1145.81,0
1.5159156254676475e+18,5,3,611.04,0
1.5159156255141115e+18,5,4,1833.7,0
1.5159156255037005e+18,5,1,46.27,0
1.515915625514118e+18,5,2,1851.8,0
1.5159156254738286e+18,5,1,150.44,0
1.5159156255117025e+18,5,2,158.49,0
1.5159156255141402e+18,5,3,361.05,0
1.5159156255141422e+18,5,2,786.99,0
1.5159156255140116e+18,5,2,509.22,0
1.5159156255139533e+18,5,1,1145.81,0
1.515915625514155e+18,5,120,24478.02000000001,3
1.515915625466863e+18,5,2,157.55999999999997,0
1.515915625495466e+18,5,2,80.03,0
1.5159156254504717e+18,5,2,79.32,0
1.5159156255137708e+18,5,1,833.31,0
1.5159156255136197e+18,5,2,280.04,0
1.5159156255141225e+18,5,1,856.23,0
1.5159156254715963e+18,5,1,856.23,0
1.5159156255141732e+18,5,1,185.16,0
1.5159156255141197e+18,5,1,694.42,0
1.5159156255055296e+18,5,1,18.5,0
1.5159156255141975e+18,5,3,2592.5,0
1.5159156255142042e+18,5,1,254.59,0
1.515915625514228e+18,5,2,969.87,0
1.515915625514229e+18,5,1,16.18,0
1.5159156255135388e+18,5,2,2635.37,0
1.5159156254785864e+18,5,1,48.59,0
1.515915625514248e+18,5,1,173.59,0
1.5159156255142597e+18,5,1,416.64,0
1.515915625514264e+18,5,1,2036.99,0
1.515915625514285e+18,5,1,175.9,0
1.515915625514288e+18,5,1,277.75,0
1.5159156255142968e+18,5,1,856.23,0
1.5159156255142943e+18,5,1,127.29,0
1.5159156255143017e+18,5,3,2099.85,0
1.515915625514179e+18,5,1,57.85,0
1.5159156255143214e+18,5,3,1339.06,0
1.5159156255139054e+18,5,1,601.83,0
1.5159156254733632e+18,5,1,671.25,0
1.515915625514218e+18,5,3,2511.3900000000003,0
1.5159156255139156e+18,5,2,694.59,0
1.5159156255143596e+18,5,1,101.83,0
1.5159156255143652e+18,5,2,316.62,0
1.5159156254460938e+18,5,1,39.33,0
1.5159156255143667e+18,5,1,150.44,0
1.5159156255143695e+18,5,3,3795.99,0
1.515915625513916e+18,5,1,2415.6400000000003,0
1.515915625514401e+18,5,1,474.51,0
1.5159156255144197e+18,5,1,154.84,0
1.515915625514422e+18,5,1,418.96,0
1.5159156255134513e+18,5,1,324.05,0
1.5159156255144325e+18,5,1,462.71,0
1.5159156255144335e+18,5,1,127.29,0
1.5159156255141985e+18,5,1,331.0,0
1.5159156255144392e+18,5,1,48.59,0
1.5159156254745974e+18,5,2,86.48,0
1.515915625478675e+18,5,1,254.61,0
1.5159156255144776e+18,5,1,1145.81,0
1.5159156255143718e+18,5,1,69.42,0
1.5159156254426926e+18,5,1,16.18,0
1.5159156255135877e+18,5,1,1574.05,0
1.5159156255143475e+18,5,1,1435.16,0
1.515915625514515e+18,5,1,266.18,0
1.5159156255145175e+18,5,1,101.83,0
1.5159156255143583e+18,5,1,416.64,0
1.5159156255145265e+18,5,2,536.99,0
1.515915625514527e+18,5,2,138.84,0
1.515915625513946e+18,5,1,462.94,0
1.5159156254691085e+18,5,1,303.2,0
1.5159156255145257e+18,5,2,462.46,0
1.5159156255145472e+18,5,1,509.24,0
1.5159156254938732e+18,5,1,138.87,0
1.515915625514559e+18,5,1,185.16,0
1.5159156255145595e+18,5,1,400.44,0
